@relation solicitantes

@attribute edad_del_peticionario real
@attribute nivel_de_estudios {ninguno, licenciatura, posgrado}
@attribute nivel_de_renta {alto, medio, bajo}
@attribute patrimonio {alto, medio, bajo}
@attribute numero_de_hijos real
@attribute tamano_del_credito real
@attribute funcionario {si, no}
@attribute autorizado {si, no}

@data
27,licenciatura,bajo,medio,3,8480,si,no
28,licenciatura,medio,medio,1,53115,si,si
53,ninguno,bajo,bajo,6,13075,si,si
40,ninguno,bajo,bajo,1,1418,no,no
50,posgrado,alto,medio,1,79720,si,no
59,ninguno,bajo,bajo,5,3948,no,no
52,ninguno,bajo,bajo,3,19726,no,no
46,ninguno,bajo,bajo,4,1468,no,no
21,licenciatura,medio,alto,3,32143,si,si
53,ninguno,bajo,bajo,2,3028,no,no
47,ninguno,bajo,bajo,5,15329,no,no
51,ninguno,medio,bajo,0,32527,si,si
52,posgrado,alto,medio,3,65652,si,si
56,ninguno,bajo,bajo,2,12892,no,no
29,ninguno,medio,alto,3,65869,si,si
47,ninguno,bajo,bajo,4,11176,no,no
35,licenciatura,bajo,bajo,6,10095,si,no
54,ninguno,medio,medio,1,88179,si,si
52,ninguno,bajo,bajo,5,15925,no,no
37,licenciatura,bajo,bajo,5,15867,no,si
44,posgrado,medio,medio,2,79197,si,no
52,ninguno,bajo,bajo,1,1842,si,no
33,ninguno,medio,alto,3,85134,si,si
43,ninguno,bajo,bajo,4,11522,no,no
33,ninguno,medio,alto,1,70809,no,no
27,ninguno,bajo,medio,5,6600,si,no
31,licenciatura,bajo,bajo,4,10139,no,no
26,licenciatura,medio,alto,1,20556,si,si
41,ninguno,bajo,bajo,6,6028,no,no
56,ninguno,bajo,medio,1,5133,si,no
48,ninguno,bajo,bajo,2,16116,no,no
34,licenciatura,medio,medio,0,61126,si,si
57,posgrado,medio,medio,1,4349,si,si
60,ninguno,bajo,medio,6,1150,no,no
58,ninguno,bajo,bajo,4,3602,no,no
34,ninguno,medio,medio,2,32374,si,no
35,licenciatura,bajo,bajo,3,13117,no,no
41,posgrado,bajo,bajo,4,10582,no,no
36,ninguno,alto,alto,1,63060,si,si
37,ninguno,medio,medio,1,4672,si,no
33,licenciatura,medio,medio,0,36399,si,si
58,posgrado,alto,medio,2,63285,si,si
25,licenciatura,alto,medio,2,97127,si,si
44,ninguno,bajo,bajo,5,14274,no,no
46,ninguno,medio,alto,1,96543,si,si
34,licenciatura,medio,medio,2,48552,no,no
46,ninguno,bajo,bajo,1,6814,no,no
39,ninguno,bajo,bajo,2,9827,no,no
27,ninguno,medio,medio,0,52146,si,si
45,ninguno,bajo,bajo,4,14463,no,si
49,ninguno,bajo,bajo,4,12185,no,no
29,licenciatura,medio,medio,1,62080,si,si
38,licenciatura,medio,medio,1,99511,si,no
41,ninguno,bajo,medio,6,7677,no,si
38,ninguno,medio,bajo,1,3625,si,no
27,ninguno,medio,bajo,0,15595,si,no
48,ninguno,bajo,bajo,3,1394,no,no
26,ninguno,medio,alto,1,18658,si,no
27,licenciatura,medio,bajo,3,18705,si,si
48,ninguno,bajo,bajo,6,17824,no,no
45,posgrado,bajo,medio,3,11536,si,si
53,posgrado,medio,medio,1,47507,si,si
36,licenciatura,medio,medio,2,94942,si,no
21,licenciatura,bajo,bajo,2,2321,no,no
37,licenciatura,medio,bajo,1,28920,si,si
26,ninguno,bajo,bajo,5,5371,si,no
30,ninguno,medio,bajo,3,72115,si,no
26,licenciatura,medio,alto,1,19881,si,si
54,ninguno,bajo,bajo,6,3287,no,si
48,ninguno,bajo,bajo,3,16706,no,si
32,licenciatura,bajo,bajo,6,9568,si,si
60,ninguno,bajo,bajo,5,10309,no,no
27,ninguno,medio,medio,1,20056,si,si
39,licenciatura,medio,alto,2,821,si,no
29,ninguno,bajo,bajo,1,16278,no,no
21,ninguno,bajo,bajo,4,6167,no,no
45,posgrado,medio,alto,3,48856,si,si
37,posgrado,medio,medio,2,71675,si,si
50,posgrado,alto,bajo,3,51344,si,no
35,licenciatura,medio,bajo,2,13207,no,no
40,ninguno,medio,alto,2,2574,si,si
36,ninguno,bajo,bajo,2,8001,no,si
37,licenciatura,medio,medio,1,37103,si,si
39,ninguno,medio,medio,2,87508,si,si
36,licenciatura,medio,medio,0,40810,si,si
34,licenciatura,bajo,bajo,4,7234,no,no
20,licenciatura,bajo,bajo,5,13774,no,no
35,posgrado,medio,medio,1,54394,no,no
56,ninguno,medio,alto,0,88241,si,no
23,licenciatura,bajo,medio,4,11322,si,si
52,ninguno,bajo,bajo,6,8709,no,no
51,ninguno,bajo,alto,1,8210,no,si
47,ninguno,bajo,alto,5,4994,no,si
53,ninguno,bajo,bajo,2,5994,si,no
43,posgrado,bajo,bajo,2,19585,no,no
21,licenciatura,medio,bajo,0,747,si,si
34,licenciatura,bajo,bajo,5,18085,si,si
52,ninguno,bajo,bajo,5,1198,no,no
24,ninguno,bajo,bajo,1,15157,no,no
57,ninguno,medio,alto,0,92145,si,si
56,posgrado,alto,bajo,3,87515,si,si
38,ninguno,medio,medio,0,76388,si,si
60,ninguno,medio,bajo,3,53386,si,si
58,posgrado,bajo,bajo,6,16257,no,no
34,ninguno,medio,alto,3,45220,si,si
44,ninguno,bajo,bajo,1,13622,no,no
39,ninguno,bajo,bajo,5,19643,no,no
26,ninguno,medio,bajo,3,48262,si,si
48,ninguno,medio,alto,1,85703,si,no
27,ninguno,bajo,bajo,2,6216,no,no
31,licenciatura,bajo,medio,1,18937,si,no
59,ninguno,bajo,bajo,6,3453,no,no
41,ninguno,medio,bajo,1,51188,si,si
31,ninguno,bajo,bajo,6,19673,no,no
56,ninguno,bajo,bajo,4,5403,no,no
36,licenciatura,bajo,bajo,6,3693,no,no
57,ninguno,bajo,bajo,4,11231,si,no
39,ninguno,bajo,bajo,4,13681,no,no
23,licenciatura,bajo,bajo,6,19037,no,no
55,ninguno,medio,alto,2,89011,no,no
41,ninguno,bajo,bajo,6,14353,si,no
33,posgrado,medio,medio,0,31617,si,si
42,ninguno,medio,medio,2,88028,si,no
56,posgrado,medio,medio,2,80478,si,si
43,posgrado,alto,alto,1,32554,si,no
35,licenciatura,bajo,bajo,3,16784,no,si
51,ninguno,bajo,bajo,2,17679,no,si
36,posgrado,medio,medio,2,4498,si,si
55,ninguno,bajo,bajo,1,9481,no,no
43,posgrado,medio,alto,2,40439,si,si
38,ninguno,medio,alto,0,34898,si,si
36,ninguno,medio,medio,2,18552,si,si
21,licenciatura,bajo,bajo,2,13702,no,no
46,ninguno,bajo,bajo,2,8920,no,no
46,ninguno,medio,medio,0,12758,si,si
48,posgrado,medio,alto,2,70143,si,no
54,ninguno,bajo,bajo,3,9501,no,no
30,licenciatura,medio,bajo,0,45014,si,si
42,ninguno,bajo,bajo,2,16378,no,no
26,licenciatura,medio,medio,2,78352,si,si
25,licenciatura,medio,medio,2,57279,si,si
59,posgrado,alto,bajo,2,67155,si,si
35,ninguno,medio,medio,3,86291,si,si
28,ninguno,medio,medio,3,34681,no,si
57,ninguno,medio,medio,3,49308,si,si
59,ninguno,bajo,bajo,4,14571,no,no
41,ninguno,bajo,bajo,6,12312,no,si
53,posgrado,medio,bajo,3,35125,si,si
22,licenciatura,alto,medio,1,14555,si,no
57,ninguno,bajo,bajo,3,18438,si,no
48,ninguno,medio,bajo,2,55358,si,si
37,licenciatura,bajo,bajo,6,5430,no,no
28,ninguno,medio,bajo,2,37956,si,si
28,licenciatura,alto,bajo,2,17041,no,no
57,posgrado,medio,alto,1,27304,si,no
43,ninguno,bajo,bajo,1,14508,si,no
38,licenciatura,bajo,bajo,5,14424,si,si
30,licenciatura,bajo,bajo,2,17912,no,no
23,licenciatura,medio,bajo,2,47902,si,si
46,posgrado,medio,medio,0,44511,si,si
48,posgrado,medio,medio,1,76578,si,si
47,posgrado,medio,medio,0,70085,si,no
56,ninguno,bajo,bajo,5,12889,no,no
23,licenciatura,bajo,alto,3,3456,no,si
44,ninguno,medio,alto,0,29770,si,si
20,licenciatura,medio,medio,2,99355,no,si
46,ninguno,bajo,medio,5,17388,si,si
45,ninguno,bajo,bajo,1,10811,no,si
35,ninguno,bajo,bajo,3,8557,no,no
47,posgrado,medio,alto,0,99175,si,si
32,licenciatura,medio,medio,0,24528,si,no
36,licenciatura,medio,medio,2,28111,si,si
41,posgrado,alto,medio,0,48070,si,si
37,licenciatura,bajo,bajo,3,16199,no,no
40,licenciatura,medio,alto,1,69480,si,no
45,ninguno,bajo,bajo,4,17616,no,no
56,ninguno,bajo,alto,5,3174,si,no
44,ninguno,bajo,bajo,4,18499,si,no
43,ninguno,bajo,bajo,3,10768,no,no
29,ninguno,bajo,bajo,1,5642,si,no
48,ninguno,bajo,bajo,1,16908,si,no
41,ninguno,bajo,bajo,1,4158,no,no
49,ninguno,bajo,bajo,5,14169,si,no
43,ninguno,bajo,medio,1,15358,si,si
42,posgrado,bajo,bajo,5,3957,si,si
27,licenciatura,medio,bajo,3,67812,si,no
41,ninguno,bajo,bajo,3,3802,no,no
41,ninguno,bajo,bajo,1,13740,no,si
46,ninguno,medio,alto,0,41368,si,si
42,posgrado,alto,alto,1,19873,si,si
55,posgrado,alto,bajo,2,75984,si,si
46,ninguno,bajo,bajo,4,12471,si,no
59,ninguno,bajo,bajo,4,889,no,no
51,ninguno,bajo,bajo,6,16462,si,si
46,ninguno,bajo,bajo,5,510,si,no
59,ninguno,bajo,bajo,2,4299,no,no
40,licenciatura,medio,bajo,1,43169,si,si
58,ninguno,bajo,bajo,5,15911,no,no
56,ninguno,bajo,bajo,6,15348,no,no
25,licenciatura,medio,alto,0,81653,si,si
55,posgrado,alto,medio,2,49847,no,no
21,licenciatura,alto,alto,3,76031,si,si
47,ninguno,medio,alto,2,75635,si,si
41,ninguno,bajo,bajo,2,16360,no,si
39,licenciatura,medio,alto,2,53587,no,si
44,ninguno,bajo,bajo,1,17638,no,no
37,ninguno,medio,alto,3,79150,si,si
59,ninguno,bajo,bajo,4,2460,no,no
24,licenciatura,bajo,bajo,4,1334,no,no
21,ninguno,medio,bajo,3,27269,si,si
47,ninguno,bajo,bajo,4,16358,no,no
53,posgrado,medio,alto,0,39086,si,si
40,licenciatura,bajo,medio,6,4768,si,si
51,ninguno,bajo,bajo,4,11687,no,no
55,posgrado,medio,medio,0,37334,si,si
58,ninguno,medio,bajo,1,84841,si,si
26,licenciatura,medio,alto,0,11983,si,no
49,ninguno,bajo,bajo,3,16120,no,no
23,licenciatura,bajo,bajo,3,15202,no,no
50,ninguno,medio,medio,3,31082,si,si
53,ninguno,bajo,bajo,3,2409,no,no
44,ninguno,medio,alto,3,94309,si,si
57,ninguno,bajo,bajo,6,15051,no,no
48,posgrado,bajo,bajo,1,8604,si,no
31,ninguno,medio,bajo,2,35318,si,si
29,ninguno,medio,alto,1,76281,si,no
40,posgrado,bajo,bajo,3,13968,no,si
57,ninguno,bajo,bajo,4,15232,no,no
41,ninguno,medio,alto,2,53609,si,si
44,ninguno,medio,medio,0,7125,si,si
31,licenciatura,medio,bajo,3,71262,si,si
36,ninguno,bajo,bajo,5,13572,si,si
27,ninguno,bajo,medio,1,18838,si,no
43,ninguno,bajo,bajo,4,3248,no,no
44,posgrado,medio,medio,3,45428,si,si
31,ninguno,medio,medio,1,23951,si,si
20,licenciatura,bajo,bajo,6,19426,no,si
48,posgrado,bajo,bajo,1,16987,no,no
32,licenciatura,alto,alto,1,91971,si,no
45,ninguno,medio,bajo,3,59878,si,si
44,ninguno,bajo,bajo,1,5756,no,no
40,ninguno,medio,bajo,0,31201,si,si
33,licenciatura,medio,alto,1,75026,no,si
36,licenciatura,medio,medio,1,65148,si,si
53,posgrado,medio,medio,2,58901,no,no
25,licenciatura,bajo,medio,4,12662,si,si
50,posgrado,medio,medio,3,5909,si,no
55,ninguno,bajo,bajo,6,11702,no,no
45,posgrado,medio,medio,0,91644,si,si
30,ninguno,bajo,bajo,6,8579,no,no
39,licenciatura,medio,medio,3,749,si,no
27,licenciatura,medio,alto,1,72650,si,si
51,ninguno,bajo,medio,5,15481,si,no
21,licenciatura,bajo,bajo,1,5523,no,si
33,licenciatura,medio,alto,2,85929,si,si
43,ninguno,bajo,bajo,2,6831,no,no
57,ninguno,bajo,bajo,4,11105,no,no
57,posgrado,medio,bajo,0,34938,si,si
54,ninguno,bajo,bajo,2,16709,no,no
30,licenciatura,alto,medio,1,4694,si,si
23,licenciatura,medio,medio,2,8827,si,si
28,ninguno,medio,medio,3,997,no,no
46,ninguno,bajo,medio,1,7122,si,no
44,posgrado,bajo,medio,6,1226,si,no
23,ninguno,alto,alto,1,85896,si,si
43,ninguno,bajo,bajo,4,1796,no,no
33,licenciatura,medio,medio,1,50283,no,no
41,ninguno,bajo,bajo,5,17028,no,no
33,licenciatura,medio,bajo,1,43619,si,no
29,ninguno,medio,bajo,1,99841,si,si
50,posgrado,medio,medio,3,6389,no,si
29,licenciatura,medio,bajo,3,91607,si,si
25,licenciatura,medio,alto,0,4068,si,si
54,posgrado,medio,alto,0,22179,si,si
36,ninguno,medio,alto,0,8719,si,si
41,posgrado,medio,medio,1,41815,si,si
45,ninguno,medio,medio,0,1072,si,si
54,ninguno,bajo,bajo,5,5063,si,no
49,posgrado,medio,medio,2,28382,si,si
51,ninguno,bajo,medio,3,19045,no,no
38,licenciatura,medio,medio,3,46027,no,si
38,ninguno,medio,medio,3,10423,no,no
40,licenciatura,alto,medio,3,11657,si,si
29,licenciatura,medio,medio,2,55972,si,si
44,ninguno,bajo,medio,3,16923,si,no
55,ninguno,medio,bajo,2,45814,si,si
40,licenciatura,medio,bajo,2,32692,si,si
37,licenciatura,alto,medio,1,2117,si,no
33,licenciatura,medio,alto,2,45030,si,si
23,licenciatura,medio,bajo,2,97809,si,no
51,posgrado,alto,medio,2,7800,si,si
27,licenciatura,alto,alto,3,4395,si,si
34,ninguno,medio,medio,3,72232,si,no
40,licenciatura,medio,medio,1,695,si,si
44,posgrado,medio,alto,1,28528,no,no
52,ninguno,medio,medio,2,67282,si,no
37,ninguno,bajo,bajo,2,8484,si,no
34,licenciatura,medio,medio,1,49941,si,si
59,ninguno,bajo,bajo,2,1817,si,no
36,licenciatura,medio,medio,0,39471,si,si
57,ninguno,bajo,bajo,4,1578,no,no
24,licenciatura,alto,bajo,1,9174,si,no
45,ninguno,bajo,bajo,3,5522,no,no
59,posgrado,medio,medio,3,58805,si,si
50,ninguno,bajo,bajo,2,8615,no,no
45,ninguno,bajo,bajo,5,3538,no,no
41,ninguno,medio,medio,2,87595,si,no
35,ninguno,bajo,bajo,6,15633,no,no
54,posgrado,alto,medio,3,29042,si,si
53,ninguno,bajo,bajo,1,2806,no,no
28,ninguno,bajo,medio,1,4377,no,no
60,ninguno,bajo,bajo,5,16106,no,no
26,licenciatura,alto,medio,2,65939,si,si
56,posgrado,alto,alto,0,39810,si,si
35,licenciatura,medio,alto,2,96207,si,si
29,ninguno,medio,medio,0,38192,no,no
42,posgrado,medio,alto,3,39335,si,si
34,licenciatura,bajo,medio,3,11388,si,si
34,ninguno,bajo,bajo,6,13466,no,no
55,ninguno,bajo,bajo,6,9320,no,no
51,ninguno,bajo,bajo,6,10265,no,no
54,ninguno,bajo,medio,3,862,si,no
56,ninguno,medio,alto,3,91341,si,si
39,ninguno,medio,medio,2,16717,si,si
33,posgrado,medio,medio,0,50846,si,si
23,licenciatura,bajo,bajo,3,4852,no,si
43,ninguno,medio,alto,2,86392,si,si
20,licenciatura,bajo,medio,5,19808,si,no
59,posgrado,medio,medio,3,21721,si,no
31,ninguno,bajo,bajo,3,11493,si,no
60,ninguno,bajo,bajo,5,6588,no,no
26,licenciatura,medio,bajo,0,91748,si,si
36,licenciatura,medio,alto,1,51447,si,si
39,ninguno,bajo,bajo,5,15185,no,no
28,ninguno,medio,alto,3,36856,si,si
35,licenciatura,medio,medio,3,66741,si,si
22,ninguno,medio,medio,0,34455,no,no
46,ninguno,bajo,bajo,3,884,no,no
57,ninguno,medio,medio,1,31461,si,si
57,posgrado,medio,alto,3,41292,si,si
58,ninguno,medio,medio,2,23417,si,si
59,ninguno,bajo,medio,3,19504,no,si
29,licenciatura,bajo,bajo,1,1506,no,no
50,ninguno,bajo,bajo,4,8457,no,no
36,licenciatura,medio,alto,1,19874,si,si
29,ninguno,medio,alto,2,63370,si,si
24,licenciatura,medio,bajo,2,12151,si,si
53,posgrado,bajo,bajo,3,1866,no,si
30,licenciatura,medio,bajo,3,91373,si,si
60,posgrado,medio,alto,2,15408,si,si
20,licenciatura,bajo,bajo,4,5921,no,si
57,posgrado,medio,bajo,1,69993,si,no
50,posgrado,bajo,bajo,2,9967,no,si
42,ninguno,bajo,bajo,4,2045,no,no
37,licenciatura,alto,medio,3,20111,si,si
42,ninguno,bajo,bajo,1,19574,si,no
45,posgrado,alto,alto,1,17071,si,si
41,ninguno,bajo,bajo,2,17118,no,si
58,ninguno,bajo,bajo,2,13438,no,no
29,licenciatura,medio,medio,0,20384,si,si
39,licenciatura,bajo,bajo,1,15181,no,no
55,posgrado,medio,medio,0,19262,si,si
54,ninguno,bajo,bajo,5,749,no,no
29,licenciatura,bajo,bajo,3,3563,no,no
49,posgrado,medio,medio,2,81158,si,si
54,ninguno,bajo,bajo,5,10653,no,no
23,licenciatura,medio,bajo,1,81513,si,si
37,ninguno,bajo,bajo,6,7016,no,no
27,ninguno,bajo,medio,4,2309,no,no
41,posgrado,medio,alto,1,67476,si,si
32,licenciatura,bajo,bajo,4,3481,no,si
42,ninguno,bajo,bajo,4,11282,no,no
32,licenciatura,medio,bajo,0,43246,si,si
51,ninguno,medio,medio,2,4407,si,si
59,ninguno,medio,alto,3,81017,si,si
25,licenciatura,medio,medio,3,69393,si,si
44,ninguno,bajo,bajo,3,18690,no,si
25,licenciatura,medio,bajo,3,29452,si,si
24,posgrado,medio,medio,1,26806,si,no
49,ninguno,medio,alto,3,54110,si,no
39,ninguno,medio,medio,3,85749,si,si
47,posgrado,medio,medio,0,4182,si,si
22,licenciatura,medio,bajo,2,89279,si,no
20,licenciatura,medio,bajo,3,28085,si,si
34,licenciatura,bajo,medio,2,16534,si,si
30,licenciatura,medio,bajo,1,61990,si,si
31,licenciatura,medio,bajo,0,29424,si,si
42,posgrado,bajo,medio,6,1348,no,no
48,ninguno,bajo,bajo,5,12921,no,no
21,licenciatura,medio,alto,2,97906,si,si
58,posgrado,medio,alto,0,46350,si,si
31,ninguno,medio,bajo,3,99342,si,si
49,posgrado,alto,bajo,2,74183,si,si
43,ninguno,bajo,bajo,2,10305,no,no
20,licenciatura,alto,medio,3,72192,si,si
29,licenciatura,medio,bajo,3,2560,si,si
21,licenciatura,medio,bajo,0,44819,si,si
56,posgrado,medio,medio,0,8588,si,si
30,ninguno,medio,medio,3,34279,si,si
40,licenciatura,alto,alto,3,75336,si,no
46,ninguno,bajo,bajo,1,965,no,no
29,ninguno,bajo,alto,6,10434,no,si
28,posgrado,bajo,bajo,2,2322,no,si
46,ninguno,bajo,medio,5,6645,si,no
53,posgrado,alto,medio,3,52278,si,si
45,ninguno,bajo,bajo,2,11204,no,no
27,licenciatura,medio,bajo,2,6794,si,si
27,licenciatura,medio,medio,0,64548,si,no
34,licenciatura,bajo,medio,1,17637,si,no
38,licenciatura,bajo,bajo,5,13085,no,no
49,posgrado,medio,medio,1,21550,no,no
20,licenciatura,medio,medio,0,78008,si,si
27,licenciatura,medio,bajo,2,51787,si,si
42,ninguno,bajo,medio,2,5477,si,no
39,ninguno,medio,bajo,2,10158,si,si
20,licenciatura,medio,alto,1,2882,si,si
25,licenciatura,medio,alto,3,62555,si,si
44,posgrado,medio,medio,3,29717,si,si
59,ninguno,alto,medio,0,12215,si,si
34,licenciatura,bajo,medio,2,19953,si,si
47,ninguno,bajo,bajo,4,17585,no,no
43,ninguno,bajo,bajo,1,14648,no,no
44,ninguno,bajo,medio,5,13124,si,no
56,ninguno,bajo,medio,4,13525,si,no
41,posgrado,alto,alto,3,25702,si,si
55,ninguno,medio,medio,2,44775,si,no
33,licenciatura,medio,alto,0,43606,no,si
60,posgrado,medio,alto,3,73971,si,si
51,posgrado,alto,alto,2,36029,si,si
47,ninguno,bajo,bajo,3,4577,no,si
25,posgrado,medio,alto,1,24816,si,si
37,ninguno,medio,medio,0,34834,si,si
42,ninguno,bajo,bajo,2,723,no,no
37,ninguno,bajo,bajo,4,4034,no,no
44,ninguno,bajo,bajo,3,11510,no,no
58,ninguno,medio,medio,0,92075,si,no
37,licenciatura,medio,medio,2,68255,si,no
52,ninguno,bajo,bajo,1,9279,si,no
48,posgrado,medio,medio,1,30357,si,si
21,ninguno,medio,medio,1,49537,si,si
22,licenciatura,bajo,bajo,6,19978,si,si
56,ninguno,bajo,bajo,2,807,no,no
34,posgrado,medio,alto,0,38940,si,si
49,ninguno,bajo,bajo,6,4852,no,si
49,ninguno,medio,bajo,2,91515,si,si
24,licenciatura,alto,alto,0,79763,no,si
37,licenciatura,bajo,bajo,4,12876,no,no
27,licenciatura,medio,bajo,3,78273,si,no
29,posgrado,medio,alto,3,95658,si,no
47,ninguno,bajo,bajo,6,11078,no,no
39,ninguno,bajo,bajo,1,4008,si,no
33,licenciatura,medio,bajo,0,96772,si,no
39,licenciatura,medio,alto,3,69924,si,si
21,licenciatura,medio,alto,0,79240,si,si
52,ninguno,bajo,bajo,4,4716,si,si
56,ninguno,bajo,bajo,1,15679,no,no
40,licenciatura,bajo,medio,5,7316,si,no
37,licenciatura,medio,medio,2,76122,no,no
39,licenciatura,bajo,medio,6,17917,si,si
38,ninguno,medio,medio,2,20616,no,no
37,licenciatura,medio,alto,0,9714,si,si
47,ninguno,bajo,bajo,5,4232,no,no
32,ninguno,bajo,bajo,4,7358,si,si
42,ninguno,medio,medio,0,27215,si,si
34,licenciatura,medio,medio,1,96951,si,si
31,licenciatura,bajo,alto,4,13968,si,no
27,licenciatura,medio,medio,3,8572,si,si
26,ninguno,medio,alto,1,51763,si,si
40,licenciatura,medio,alto,1,13715,si,si
28,ninguno,medio,bajo,1,15304,no,no
22,licenciatura,medio,bajo,0,86510,si,si
41,posgrado,bajo,bajo,6,6700,no,no
29,licenciatura,bajo,medio,4,10660,no,no
36,licenciatura,bajo,bajo,2,8544,no,no
50,ninguno,bajo,medio,3,16744,no,no
26,licenciatura,medio,medio,0,46551,no,si
42,ninguno,medio,medio,2,6425,si,si
23,licenciatura,medio,alto,1,66263,si,si
43,posgrado,medio,bajo,1,4851,si,si
32,ninguno,bajo,medio,1,1635,si,no
23,licenciatura,medio,medio,0,1307,si,si
26,posgrado,medio,bajo,0,99961,si,si
43,ninguno,bajo,bajo,3,14451,no,no
51,ninguno,bajo,bajo,4,13716,no,no
45,ninguno,bajo,bajo,2,5764,no,si
23,ninguno,medio,alto,3,6395,si,si
37,ninguno,medio,medio,3,78394,si,no
53,posgrado,medio,medio,0,84059,si,no
40,licenciatura,alto,medio,1,40551,no,si
53,ninguno,bajo,bajo,1,7896,no,si
39,licenciatura,alto,alto,3,35498,si,si
50,ninguno,bajo,bajo,4,8347,no,no
20,ninguno,medio,bajo,1,80437,si,si
33,licenciatura,bajo,bajo,1,16096,si,si
58,ninguno,bajo,bajo,5,11571,no,no
36,ninguno,medio,medio,0,5641,si,si
30,licenciatura,bajo,bajo,6,5325,no,no
38,posgrado,medio,alto,3,85732,si,no
24,licenciatura,bajo,bajo,5,6744,si,si
38,ninguno,medio,alto,2,52400,si,si
31,posgrado,medio,alto,3,89040,si,si
48,ninguno,medio,bajo,1,64147,si,si
54,ninguno,bajo,bajo,6,1749,no,no
40,licenciatura,medio,medio,3,49565,si,si
35,licenciatura,bajo,medio,1,705,si,no
52,posgrado,medio,medio,0,20230,si,si
42,posgrado,medio,medio,3,98647,si,si
54,posgrado,medio,bajo,1,86219,si,si
34,licenciatura,bajo,bajo,2,6360,si,si
39,ninguno,medio,medio,3,11400,si,si
59,ninguno,bajo,medio,1,17997,si,no
39,licenciatura,medio,alto,3,5590,si,si
51,ninguno,medio,alto,0,79210,si,si
32,ninguno,bajo,medio,2,8938,si,no
43,posgrado,alto,medio,2,11223,si,si
36,ninguno,medio,medio,1,523,si,si
41,posgrado,medio,bajo,0,82458,si,no
24,licenciatura,medio,alto,1,93491,si,si
25,licenciatura,medio,alto,0,22090,si,si
28,licenciatura,medio,bajo,3,33377,si,si
25,licenciatura,alto,medio,3,45185,si,si
49,ninguno,bajo,bajo,1,11887,no,si
30,ninguno,medio,alto,0,33814,no,si
26,licenciatura,medio,medio,2,83012,si,no
43,ninguno,bajo,bajo,6,10790,no,si
51,ninguno,bajo,bajo,3,6443,si,no
37,licenciatura,medio,medio,3,73433,si,si
26,licenciatura,medio,bajo,0,86757,si,si
43,posgrado,medio,alto,1,12794,si,si
28,licenciatura,alto,medio,3,69238,si,si
34,licenciatura,bajo,bajo,6,12709,no,no
51,ninguno,bajo,bajo,4,2384,no,no
53,posgrado,medio,medio,2,51111,si,si
53,ninguno,bajo,bajo,6,5261,no,no
31,ninguno,alto,alto,2,11798,si,no
48,ninguno,bajo,bajo,1,11588,si,si
57,ninguno,bajo,medio,3,3816,no,no
23,ninguno,alto,bajo,2,61779,si,no
44,ninguno,bajo,medio,4,2655,no,si
33,ninguno,bajo,bajo,6,19941,no,si
27,licenciatura,medio,alto,1,1426,si,no
48,posgrado,bajo,bajo,3,16208,no,no
59,ninguno,bajo,bajo,5,5328,si,no
28,licenciatura,bajo,bajo,3,12455,no,no
51,ninguno,bajo,bajo,5,1559,no,no
56,ninguno,bajo,bajo,1,11265,no,no
34,licenciatura,medio,alto,2,27334,si,si
50,ninguno,medio,bajo,0,35455,si,si
29,licenciatura,medio,bajo,1,91827,si,no
36,licenciatura,bajo,bajo,3,2021,no,no
35,licenciatura,medio,medio,1,18140,si,si
45,posgrado,medio,medio,3,5745,si,si
23,ninguno,medio,medio,0,72853,si,no
56,ninguno,bajo,medio,3,3893,si,no
60,posgrado,medio,alto,2,51419,si,si
28,licenciatura,medio,bajo,1,53843,si,si
37,licenciatura,medio,medio,1,28801,si,si
26,licenciatura,bajo,bajo,1,4772,no,no
41,posgrado,medio,alto,1,23002,si,si
33,licenciatura,medio,bajo,0,78316,si,si
39,licenciatura,bajo,bajo,5,7112,no,no
35,licenciatura,medio,medio,3,56850,si,no
31,ninguno,bajo,bajo,2,15565,no,no
47,ninguno,bajo,medio,2,6201,no,no
48,ninguno,medio,alto,1,83953,no,no
58,posgrado,medio,alto,3,12440,si,si
43,posgrado,medio,bajo,1,99777,si,si
53,ninguno,bajo,bajo,2,16560,no,no
30,ninguno,bajo,bajo,1,3212,no,no
31,licenciatura,medio,medio,3,10725,si,si
52,ninguno,bajo,bajo,4,7285,no,no
43,ninguno,bajo,medio,1,19213,si,no
26,licenciatura,medio,medio,1,47838,si,no
35,licenciatura,medio,alto,3,25566,si,si
29,licenciatura,medio,bajo,1,86558,si,si
41,ninguno,bajo,bajo,6,15443,no,si
24,licenciatura,medio,medio,0,84642,si,si
27,licenciatura,medio,bajo,3,13234,si,si
40,licenciatura,medio,medio,3,16175,si,si
60,ninguno,bajo,bajo,2,18398,no,no
46,ninguno,bajo,bajo,4,12361,si,si
58,ninguno,bajo,bajo,6,18997,si,no
40,licenciatura,bajo,bajo,2,13896,no,no
35,licenciatura,medio,medio,2,27138,si,si
26,ninguno,bajo,medio,5,12734,si,si
22,licenciatura,bajo,bajo,2,1748,no,si
60,ninguno,bajo,bajo,6,18962,si,si
43,ninguno,bajo,medio,1,17309,si,no
24,licenciatura,alto,medio,2,63582,si,si
23,licenciatura,bajo,medio,4,13458,si,si
38,ninguno,bajo,bajo,6,13260,no,no
57,ninguno,bajo,bajo,5,2548,no,no
35,licenciatura,medio,medio,2,3604,si,si
31,ninguno,bajo,bajo,1,4996,no,no
23,licenciatura,medio,alto,0,77559,si,si
